product_id,product_name,category,mrp,selling_price,brand,unit
31061,Ipsam 1L,Bakery,543.91,539.32,"Wali, Bose and Mallick",kg
31062,Iste Pack,Personal Care,413.36,409.05,"Rana, Bumb and Swamy",Kg
31063,Id 500g,Snacks,192.89,167.18,Singhal-Chaudhari,g
31064,Itaque Pack,Bakery,,394.6,,ml
31065,Assumenda 1L,Baby Care,300.14,246.44,"Bhalla, Agate and Dugal",PC
31066,Quis 1L,Beverages,190.45,159.92,"Tiwari, Pathak and Sangha",Kg
31067,Expedita Jar,Dairy & Breakfast,139.15,121.5,Suresh-Mall,pc
31068,Cum 500g,Baby Care,752.12,736.84,Ramesh PLC,pc
31069,Ad Jar,Baby Care,620.78,514.67,Rajagopal-Bail,g
31070,Quas Combo,Personal Care,954.79,932.16,Gade-Nori,Kg
31071,Autem 1L,Fruits & Vegetables,346.86,298.35,"Lad, Wali and Ahluwalia",ml
31072,Incidunt Combo,Meat & Seafood,542.3,396.14,Raja-Sahota,kg
31073,Quisquam Jar,Bakery,,744.46,"Nayar, Deshpande and Vaidya",Kg
31074,Pariatur 500g,Pet Supplies,491.42,444.55,"Bajaj, Salvi and Pathak",PC
31075,Veniam 500g,Snacks,743.22,698.87,Mallick-Shukla,Kg
31076,Ratione Combo,Baby Care,432.94,352.42,Halder and Sons,kg
31077,Laudantium Box,Bakery,1008.82,948.27,Deo-Natt,L
31078,Numquam 500g,Bakery,749.27,724.5,Gupta Group,pc
31079,Odit Box,Personal Care,285.59,269.12,Bhandari-Jayaraman,Kg
31080,Dignissimos Pack,Meat & Seafood,737.54,587.27,"Panchal, Patla and Ahluwalia",pc
31081,Facilis Jar,Beverages,1012.62,913.98,"Kapoor, Patel and Choudhury",kg
31082,Ullam Pack,Beverages,,676.49,Bobal-Bhattacharyya,kg
31083,Vero 1L,Fruits & Vegetables,790.19,751.61,"Acharya, Puri and Acharya",pc
31084,Assumenda Jar,Pet Supplies,1175.6,1149.33,"Vyas, Edwin and Mohan",kg
31085,Modi 1L,Instant Food,688.34,609.17,Dada-Char,Kg
31086,Laboriosam Pack,Bakery,865.97,829.28,Garg Inc,g
31087,Alias Combo,Baby Care,437.03,392.66,"Mohanty, Uppal and Dhillon",kg
31088,Unde Combo,Dairy & Breakfast,690.62,,"Gour, Shan and Magar",L
31089,Corporis Box,Pet Supplies,909.34,789.32,"Badal, Date and Solanki",PC
31090,Similique Combo,Instant Food,1108.76,996.19,Palla-Hayer,Kg
31091,Similique Pack,Beverages,724.07,656.78,"Gera, Parmer and Tank",g
31092,Cum 1L,Snacks,834.52,761.12,Rege-Panchal,ml
31093,Corporis 1L,Personal Care,1089.0,881.05,Gole-Rama,PC
31094,Consequuntur 1L,Snacks,557.08,420.52,"Saran, Gopal and Nagar",pc
31095,Distinctio Combo,Meat & Seafood,839.15,722.82,Narayanan PLC,L
31096,Possimus Box,Snacks,883.46,640.35,"Borah, Bhattacharyya and Vyas",g
31097,Possimus 500g,Dairy & Breakfast,1003.79,836.93,,kg
31098,Ratione Pack,Dairy & Breakfast,390.8,383.63,"Kapoor, Bhagat and Singhal",pc
31099,Molestias Combo,Household,982.8,799.47,"Saha, Deo and Misra",Kg
31100,A 1L,Bakery,1094.78,1007.14,Khalsa-Bhatti,Kg
31101,Aliquid 1L,Pet Supplies,761.7,628.93,Pandey Group,ml
31102,Tempore Box,Pet Supplies,455.63,398.68,"Kalla, Barman and Wali",kg
31103,Ducimus Combo,Bakery,252.65,,Oommen Group,ml
31104,Esse 500g,Instant Food,1020.54,746.59,"Chawla, Chanda and Kashyap",g
31105,Odio 1L,Household,204.71,156.59,Jaggi PLC,ml
31106,Tenetur 500g,Beverages,1019.99,772.61,"Balasubramanian, Parekh and Bakshi",Kg
31107,Alias 1L,Pet Supplies,584.23,577.55,Pau Inc,g
31108,Esse 1L,Snacks,600.1,562.3,Srivastava-Shanker,L
31109,In Pack,Meat & Seafood,961.47,,Sachdeva-Tandon,Kg
31110,Tenetur 500g,Meat & Seafood,249.06,248.34,Bahl-Chakrabarti,ml
31111,Quasi 1L,Bakery,175.39,127.63,"Venkatesh, Sem and Bhandari",L
31112,Dolorem Box,Household,159.21,152.58,Krish Group,PC
31113,Eveniet Combo,Pet Supplies,996.0,980.65,Ganesh Ltd,L
31114,Cumque Combo,Atta Rice & Dal,808.39,681.2,Khanna Inc,Kg
31115,Excepturi Pack,Snacks,1062.67,757.18,Shukla PLC,g
31116,Deleniti Pack,Snacks,998.27,963.8,"Sinha, Sidhu and Sheth",L
31117,Dolor 500g,Beverages,408.76,408.71,Sinha-Gola,L
31118,Occaecati 1L,Beverages,448.52,383.08,Apte Group,Kg
31119,Quis Combo,Pet Supplies,894.8,739.08,Roy Inc,PC
31120,Magnam Pack,Meat & Seafood,1184.44,1025.65,Prakash-Nagi,pc
31121,Reprehenderit Box,Instant Food,830.08,784.23,"Choudhry, Mani and Deshmukh",ml
31122,Aliquam Pack,Baby Care,551.5,496.02,Barad-Subramaniam,PC
31123,Asperiores Jar,Pet Supplies,156.41,152.04,Master Group,Kg
31124,Natus Box,Pet Supplies,159.21,152.38,Rau and Sons,kg
31125,Fugit Combo,Dairy & Breakfast,637.34,525.43,Bajaj PLC,pc
31126,Cum 500g,Snacks,,854.28,Hari-Gokhale,ml
31127,Dolorem 500g,Fruits & Vegetables,927.46,690.07,Bahl-Sidhu,ml
31128,Quas Jar,Fruits & Vegetables,473.42,464.53,"Sehgal, Chandra and Sethi",Kg
31129,Earum Combo,Beverages,708.02,695.46,"Bora, Devi and Murty",L
31130,Sapiente Jar,Dairy & Breakfast,260.3,250.42,,PC
31131,Sint 1L,Personal Care,129.31,112.79,Parekh-Das,pc
31132,Ab Jar,Dairy & Breakfast,447.98,361.21,"Banerjee, Subramaniam and Pau",L
31133,Dicta Box,Fruits & Vegetables,450.74,377.68,"Naik, Krish and Chaudry",L
31134,Nisi Jar,Dairy & Breakfast,673.04,665.54,Varghese-Jaggi,pc
31135,Ut Pack,Household,1020.75,916.28,"Tandon, Dugar and Gupta",Kg
31136,Veritatis 1L,Fruits & Vegetables,729.98,701.69,"Baral, Pillai and Sachar",pc
31137,Reiciendis Jar,Meat & Seafood,642.83,540.28,"Grover, Dugar and Rege",kg
31138,Veniam Jar,Bakery,669.89,507.5,Natt Ltd,kg
31139,Quam 1L,Household,483.58,471.55,Madan and Sons,Kg
31140,Quasi 500g,Meat & Seafood,354.01,248.51,Bail-Rajagopalan,g
31141,Illo 1L,Beverages,113.81,94.15,"Mitra, Chahal and Dara",L
31142,Ullam Pack,Dairy & Breakfast,1182.21,1179.64,"Chokshi, Gulati and Varty",PC
31143,Iusto Combo,Instant Food,664.53,650.79,"Panchal, Kala and Mangal",L
31144,Quas 500g,Dairy & Breakfast,382.84,381.12,"Mani, Divan and Basu",kg
31145,Incidunt Jar,Meat & Seafood,990.02,967.56,"Chandran, Konda and More",L
31146,Eum 1L,Bakery,1130.94,1043.08,Agrawal-Mandal,ml
31147,Tempora Pack,Personal Care,928.12,918.11,"Varghese, Nadkarni and Rao",g
31148,Magnam 500g,Snacks,190.4,137.29,Gupta-Madan,Kg
31149,Neque Box,Household,1176.68,978.43,"Kari, Bobal and Kala",g
31150,Nostrum 500g,Fruits & Vegetables,836.69,763.39,"Shetty, Sagar and Prashad",ml
31151,Repellendus 1L,Fruits & Vegetables,137.76,100.17,Kadakia-Nagi,g
31152,Ullam 500g,Beverages,570.1,478.61,Nagarajan Ltd,pc
31153,Porro Jar,Pet Supplies,199.26,161.97,Luthra and Sons,kg
31154,Cum Jar,Pet Supplies,1162.77,857.67,"Wadhwa, Padmanabhan and Doshi",L
31155,Doloribus Combo,Atta Rice & Dal,633.77,488.69,Ratta PLC,L
31156,Sed Pack,Instant Food,284.94,201.64,Manda-Bansal,pc
31157,Saepe Box,Fruits & Vegetables,285.17,237.1,Mukherjee-Shah,PC
31158,Dolore Pack,Personal Care,828.38,641.76,Shankar-Viswanathan,L
31159,Explicabo Pack,Instant Food,879.42,618.76,Agarwal Ltd,pc
31160,Quibusdam 500g,Dairy & Breakfast,411.61,332.33,Thaker LLC,pc
31161,Facilis 1L,Bakery,699.63,697.99,"Rastogi, Sarkar and Chander",PC
31162,Amet Box,Household,465.47,387.84,"Wason, Muni and Agate",Kg
31163,Qui Box,Beverages,531.89,453.66,Chandran Group,pc
31164,Accusantium Pack,Personal Care,176.13,127.96,Sarna PLC,g
31165,Laborum 1L,Household,1055.03,825.66,Dave-Varghese,g
31166,Optio Pack,Dairy & Breakfast,1052.29,818.8,Kale-Ram,g
31167,Nihil Pack,Pet Supplies,836.24,793.47,"Koshy, Divan and Venkataraman",pc
31168,Repudiandae Jar,Personal Care,352.36,287.64,,L
31169,Fugiat 1L,Fruits & Vegetables,430.47,332.68,Krishnamurthy Inc,pc
31170,Minus 1L,Beverages,821.24,800.64,"Puri, Ramakrishnan and Vasa",ml
31171,Pariatur Box,Beverages,749.1,527.31,,Kg
31172,Provident Box,Beverages,1032.78,988.99,,L
31173,Recusandae Jar,Instant Food,370.24,284.92,Bhattacharyya Ltd,ml
31174,Commodi Jar,Fruits & Vegetables,897.75,897.38,Nair-Brar,PC
31175,Quam Box,Fruits & Vegetables,1093.64,927.75,Jain-Gola,pc
31176,Debitis 1L,Personal Care,,302.14,"Rout, Ahluwalia and Murty",Kg
31177,Nihil Combo,Bakery,795.37,585.57,Ranganathan-Bahri,Kg
31178,Quisquam 500g,Pet Supplies,630.52,585.88,Aurora-Venkatesh,PC
31179,Ipsum Pack,Snacks,550.34,463.98,Suresh Group,pc
31180,Voluptatem 1L,Atta Rice & Dal,1189.94,1182.61,Shan-Basak,Kg
31181,Libero 500g,Snacks,1076.23,1023.4,Samra Inc,L
31182,Rerum 1L,Snacks,498.18,366.9,,PC
31183,Veritatis Pack,Atta Rice & Dal,1020.03,833.75,Mohanty-Thakur,PC
31184,Repellendus 1L,Personal Care,256.13,224.59,"Kunda, Dhingra and Bumb",ml
31185,Odit 500g,Meat & Seafood,876.07,811.86,Lalla-Barad,pc
31186,Enim Box,Personal Care,886.27,775.75,,L
31187,Vitae Pack,Personal Care,163.94,121.39,"Sandhu, Seshadri and Desai",kg
31188,At 500g,Snacks,169.99,137.74,Rajagopalan LLC,kg
31189,Unde Combo,Personal Care,,333.39,Modi-Kibe,pc
31190,Illo Box,Personal Care,1146.93,974.07,Pandya-Deshpande,pc
31191,Eligendi 500g,Baby Care,721.95,519.01,Ray and Sons,pc
31192,Maxime Box,Snacks,844.86,838.02,Ramachandran Inc,pc
31193,Nihil Jar,Instant Food,1052.4,854.9,,g
31194,Dolore 500g,Household,,750.57,Nath-Kari,Kg
31195,Laboriosam Pack,Household,772.1,615.17,Samra-Aurora,pc
31196,Non 500g,Bakery,553.44,389.12,Misra-Jayaraman,L
31197,Excepturi Combo,Personal Care,1171.98,1165.51,Bath PLC,g
31198,Atque Jar,Dairy & Breakfast,702.76,614.68,"Kala, Jain and Ray",kg
31199,Nemo 500g,Fruits & Vegetables,248.56,197.33,"Rajagopal, Naidu and Bhandari",kg
31200,Doloribus Jar,Household,618.57,537.28,"Minhas, Rajagopalan and Pillai",pc
31201,Iste Combo,Beverages,601.37,516.65,Upadhyay LLC,Kg
31202,Vitae Jar,Meat & Seafood,50.43,46.58,Thakur-Mittal,pc
31203,Earum 500g,Fruits & Vegetables,,423.16,"Bhattacharyya, Wali and Suresh",PC
31204,Earum 1L,Meat & Seafood,288.94,261.03,Borde-Patla,ml
31205,Quae Combo,Fruits & Vegetables,322.53,287.67,"Kalla, Amble and Panchal",ml
31206,Iure 1L,Household,643.94,469.5,,PC
31207,Nihil Combo,Bakery,461.75,382.77,Dyal-Warrior,ml
31208,Consequuntur Box,Meat & Seafood,765.29,756.78,Sahota-Mandal,Kg
31209,Officia Box,Household,340.91,242.18,,g
31210,Repudiandae Combo,Atta Rice & Dal,128.62,117.86,Sani-Kalla,Kg
31211,Soluta 1L,Instant Food,228.01,222.93,Walla-Chhabra,kg
31212,Officia 500g,Meat & Seafood,262.98,188.14,Patla-Sankaran,PC
31213,Rem Combo,Baby Care,586.83,492.89,Sampath and Sons,L
31214,Iure Pack,Bakery,883.73,636.1,Basu-Krish,Kg
31215,Deleniti Box,Snacks,1068.68,807.15,"Chandra, Bajaj and Seth",kg
31216,Enim 1L,Beverages,855.32,819.45,"Yogi, Majumdar and Batta",pc
31217,Earum Jar,Household,468.65,466.5,Buch Group,L
31218,Ea Jar,Meat & Seafood,176.16,,Saraf-Naidu,PC
31219,Autem Combo,Dairy & Breakfast,1004.97,820.39,Sahni-Ratta,L
31220,Voluptatem Pack,Pet Supplies,374.25,364.58,"Bhavsar, Parekh and Bhattacharyya",g
31221,Dolor Box,Baby Care,503.24,414.16,Mistry-Chand,kg
31222,Ad 1L,Bakery,348.58,345.31,Bandi-Barad,kg
31223,Ad Box,Atta Rice & Dal,511.64,412.49,"Iyengar, Chanda and Garg",L
31224,Asperiores Pack,Dairy & Breakfast,1096.7,981.03,"Palla, Badal and Soni",ml
31225,Sequi Jar,Baby Care,906.95,842.31,Samra-Walia,Kg
31226,Consectetur 1L,Baby Care,436.92,311.72,"Agarwal, Boase and Basak",g
31227,Perferendis Box,Atta Rice & Dal,531.16,479.34,Koshy-Ramaswamy,g
31228,Esse Pack,Atta Rice & Dal,931.7,869.64,"Ganguly, Magar and Palan",L
31229,Aliquam 500g,Instant Food,972.11,684.11,"Chadha, Som and Shere",L
31230,Delectus Jar,Beverages,906.04,686.01,Patla-Dua,g
31231,Sit 1L,Beverages,480.14,458.33,Borde-Buch,g
31232,Inventore Combo,Beverages,,481.77,Lal-Murthy,ml
31233,Repudiandae Combo,Beverages,102.42,91.2,"Rajagopal, Basu and Dada",L
31234,Tempore Box,Snacks,293.01,292.43,"Natt, Vaidya and Morar",Kg
31235,Architecto Combo,Instant Food,810.76,581.01,Sekhon-Bhatnagar,kg
31236,Ullam Combo,Instant Food,770.5,766.24,Kuruvilla-Chand,Kg
31237,Repudiandae Box,Personal Care,116.81,82.15,"Shankar, Lanka and Buch",PC
31238,Doloribus 1L,Meat & Seafood,245.12,222.97,Shah-Mittal,kg
31239,Veniam Box,Pet Supplies,993.3,886.79,Walia-Das,PC
31240,Nulla 1L,Instant Food,1156.44,,Johal and Sons,L
31241,Ullam 1L,Household,961.32,799.36,Ganesh Ltd,L
31242,Amet Jar,Meat & Seafood,737.79,734.81,"Aggarwal, Chahal and Varty",kg
31243,Fugiat Jar,Baby Care,236.04,,Anand Inc,L
31244,Facilis 500g,Bakery,193.48,147.85,Pant-Raja,g
31245,Aperiam 500g,Personal Care,940.07,799.42,Edwin-More,kg
31246,Incidunt Combo,Personal Care,1016.94,,Sanghvi-Dave,g
31247,Inventore Box,Snacks,292.39,237.34,Sandal-Naidu,kg
31248,Quam Box,Baby Care,977.78,859.6,"Purohit, Garg and Sathe",L
31249,Quidem Pack,Pet Supplies,898.92,853.67,Mangat Group,ml
31250,Voluptates 1L,Pet Supplies,,,"Goda, Ratta and Bhatt",ml
31251,Molestias Jar,Dairy & Breakfast,718.12,548.0,Chowdhury-Sha,g
31252,Voluptates Jar,Bakery,552.58,429.25,"Buch, Pillay and Toor",L
31253,Neque 500g,Atta Rice & Dal,698.73,563.11,"Pall, Chad and Wagle",ml
31254,Ratione 500g,Fruits & Vegetables,605.6,593.89,"Mallick, Kalita and Mitra",PC
31255,Beatae 500g,Atta Rice & Dal,774.59,727.57,Karan Inc,kg
31256,Voluptates Combo,Atta Rice & Dal,1089.38,1049.14,Krish-Sur,PC
31257,Reprehenderit Combo,Personal Care,321.28,317.36,,g
31258,Et 500g,Snacks,149.15,,"Das, Bala and Jain",PC
31259,Dignissimos 500g,Baby Care,81.4,60.62,,L
31260,Nemo Combo,Baby Care,684.28,625.73,,g
31261,Ut Box,Snacks,954.96,934.42,Char-Lala,g
31262,Perspiciatis Box,Fruits & Vegetables,1090.86,1045.94,"Raja, Ramaswamy and Cherian",L
31263,Quod Pack,Bakery,584.96,436.98,Som and Sons,g
31264,Officiis 1L,Household,896.02,703.66,"Date, Chawla and Savant",Kg
31265,Quasi Box,Fruits & Vegetables,770.31,560.66,Pal and Sons,L
31266,Aspernatur Box,Pet Supplies,335.31,267.36,Devan-Tank,pc
31267,Odio Combo,Dairy & Breakfast,938.72,757.59,Sekhon Group,ml
31268,Accusantium Box,Atta Rice & Dal,722.57,570.28,Kakar-Kannan,pc
31269,Amet Jar,Bakery,780.35,665.19,More PLC,g
31270,Eos Box,Pet Supplies,202.23,145.42,Yohannan Inc,ml
31271,Voluptatibus Pack,Household,1072.83,1013.53,Prabhakar-Chokshi,Kg
31272,Tempore 1L,Fruits & Vegetables,587.32,581.8,Bansal-Subramaniam,Kg
31273,Beatae 1L,Personal Care,793.02,686.41,Doctor-Dua,kg
31274,Deleniti Combo,Meat & Seafood,101.55,82.75,"Tara, Dyal and Walia",Kg
31275,Molestias Jar,Fruits & Vegetables,1010.45,840.32,"Brar, Wason and Vala",PC
31276,Doloribus Box,Personal Care,152.51,118.35,"Varghese, Chander and Bains",kg
31277,Voluptate 1L,Instant Food,387.11,353.34,Sami-Sangha,pc
31278,Totam 1L,Meat & Seafood,1042.27,959.29,"Walla, Raval and Nayar",pc
31279,Pariatur Jar,Dairy & Breakfast,186.83,134.16,Sawhney-Anne,L
31280,Adipisci Jar,Household,952.38,890.64,"Konda, Mahajan and Oak",g
31281,Explicabo 500g,Pet Supplies,68.89,56.68,"Varma, Soni and Gokhale",kg
31282,Quisquam 500g,Personal Care,461.68,327.64,Char-Singh,PC
31283,Animi Jar,Instant Food,510.72,459.28,Mand-Raval,Kg
31284,Incidunt Box,Personal Care,721.88,,,ml
31285,Nostrum Box,Fruits & Vegetables,373.53,308.35,Sem LLC,kg
31286,Consequatur Box,Atta Rice & Dal,747.02,630.28,"Andra, Krishna and Sachdeva",PC
31287,Commodi Jar,Beverages,1187.13,946.73,Bala-Lall,kg
31288,Sint Pack,Bakery,880.93,783.96,Krishnamurthy Inc,ml
31289,Error Jar,Beverages,118.92,85.17,Patil and Sons,L
31290,A Pack,Instant Food,162.93,114.37,Dani-Comar,ml
31291,Distinctio 500g,Bakery,869.78,666.96,Shenoy-Walla,L
31292,Reprehenderit 500g,Meat & Seafood,1146.94,941.71,Dass Inc,Kg
31293,Molestiae Combo,Beverages,98.32,86.88,Varughese-Muni,kg
31294,Neque 500g,Beverages,1182.18,1075.67,Ratta Ltd,PC
31295,Quaerat Jar,Snacks,787.36,,"Palla, Nazareth and Dyal",kg
31296,Et Pack,Beverages,594.14,581.3,Balan Group,Kg
31297,Harum Pack,Fruits & Vegetables,209.51,196.0,"Sani, Desai and Bassi",L
31298,Illo Pack,Snacks,618.39,512.41,,g
31299,Ab Pack,Beverages,372.07,282.06,Bath-De,kg
31300,Ipsam Combo,Beverages,1083.89,872.93,Lalla Group,ml
31301,Deserunt Box,Instant Food,565.58,451.82,Jha Inc,ml
31302,Sed 1L,Snacks,419.2,360.12,Mane-Sant,L
31303,Quas 1L,Baby Care,421.17,335.72,Suresh Ltd,pc
31304,Itaque 500g,Personal Care,397.28,299.52,Savant-Dani,kg
31305,Beatae Box,Snacks,753.66,673.02,"Sem, Lata and Mahajan",kg
31306,Dicta Combo,Bakery,747.68,568.92,Chadha-Radhakrishnan,ml
31307,Explicabo 1L,Instant Food,268.67,217.47,Mallick-Mani,Kg
31308,Quam Jar,Fruits & Vegetables,239.35,199.98,Lall-Sunder,ml
31309,Et 1L,Dairy & Breakfast,665.04,472.84,Shroff-Subramanian,PC
31310,Exercitationem Pack,Pet Supplies,1080.33,940.58,Padmanabhan-Sampath,Kg
31311,Esse 500g,Instant Food,697.43,585.06,,L
31312,Dolor 1L,Household,25.96,18.75,"Bhardwaj, Gaba and Cherian",PC
31313,Ex Pack,Personal Care,177.3,153.24,Hora and Sons,pc
31314,Quaerat 500g,Personal Care,961.28,923.51,,Kg
31315,Itaque Box,Fruits & Vegetables,1062.37,788.59,Borah PLC,g
31316,Facere 500g,Instant Food,557.91,392.07,Gara-Bhatt,PC
31317,Magni Combo,Pet Supplies,1105.68,,Gour Group,Kg
31318,Doloribus Jar,Snacks,573.24,506.13,Lall PLC,PC
31319,Alias 1L,Meat & Seafood,519.45,,Mander-Aurora,PC
31320,Porro Pack,Snacks,538.99,454.32,"Malhotra, Dixit and Chada",L
31321,Nemo 500g,Pet Supplies,1131.59,1033.63,Anand-Naik,kg
31322,Explicabo 500g,Household,922.41,786.67,Baria-Bahri,g
31323,Vero Jar,Instant Food,568.57,426.35,Shanker-Oza,L
31324,Esse Pack,Atta Rice & Dal,682.52,645.52,"Chahal, Konda and Ratta",Kg
31325,Aliquam 500g,Dairy & Breakfast,402.92,291.59,"Sem, Natarajan and Lad",Kg
31326,Id 500g,Pet Supplies,691.87,614.37,Ratta LLC,kg
31327,Omnis Combo,Atta Rice & Dal,306.34,236.72,,PC
31328,Optio Box,Household,293.68,251.86,Dugar and Sons,PC
31329,Explicabo Combo,Instant Food,98.88,77.63,Sarna PLC,Kg
31330,Nisi Combo,Beverages,1028.61,821.4,Nadkarni PLC,Kg
31331,Cupiditate Box,Beverages,386.54,310.42,Nayak-Lall,ml
31332,Aut Box,Dairy & Breakfast,121.77,97.69,Ramachandran LLC,Kg
31333,Porro Pack,Instant Food,987.14,944.2,Jani Inc,ml
31334,Animi 500g,Bakery,650.27,500.63,Khalsa-Sura,PC
31335,Maiores 1L,Personal Care,289.2,236.4,Thaman-Sridhar,kg
31336,Ea Box,Pet Supplies,,645.52,Toor-Tailor,PC
31337,Perferendis Jar,Dairy & Breakfast,339.89,320.23,"Varma, Agarwal and Tiwari",Kg
31338,Odit 500g,Baby Care,43.42,40.27,Khanna Ltd,Kg
31339,Adipisci Box,Fruits & Vegetables,772.94,615.42,,kg
31340,Recusandae Jar,Instant Food,33.28,28.87,"Chander, Mohan and Dewan",kg
31341,Ipsa Jar,Baby Care,978.23,898.58,Rai Group,kg
31342,Repellat Box,Instant Food,329.45,256.96,"Jani, Morar and Nanda",kg
31343,Ex 500g,Beverages,965.29,890.98,Dora-Sankaran,ml
31344,A 1L,Meat & Seafood,345.43,245.05,Nayak and Sons,ml
31345,Architecto 500g,Instant Food,405.48,299.64,"Tiwari, Dash and Bawa",ml
31346,Commodi Jar,Instant Food,466.7,403.4,"Kunda, Srinivasan and Sagar",Kg
31347,Consequatur Pack,Dairy & Breakfast,547.53,390.17,Mohan Ltd,pc
31348,Doloremque Jar,Pet Supplies,81.56,64.61,Wadhwa-Chahal,PC
31349,Omnis Jar,Atta Rice & Dal,430.49,327.69,Tak-Buch,g
31350,Quia 1L,Pet Supplies,758.49,703.76,Madan Inc,L
31351,Dolorem Jar,Household,584.8,481.96,"Chhabra, Sundaram and Roy",Kg
31352,Sit Jar,Atta Rice & Dal,317.89,283.53,"Mallick, Sankar and Walla",Kg
31353,Quo Combo,Dairy & Breakfast,67.51,55.67,Sanghvi and Sons,pc
31354,Maiores Jar,Beverages,463.55,397.45,"Narula, Prabhu and Dhingra",ml
31355,Architecto Box,Instant Food,117.25,91.37,"Shroff, Bhattacharyya and Pai",pc
31356,Vel Combo,Household,907.78,639.4,Wali-Chahal,g
31357,Voluptas Combo,Beverages,769.55,611.57,Agarwal-Walla,g
31358,Ipsa Box,Atta Rice & Dal,26.32,24.98,Krishnamurthy-Toor,PC
31359,Repellat Box,Baby Care,736.92,659.95,"Das, Talwar and Iyengar",ml
31360,Hic Box,Dairy & Breakfast,811.6,795.91,Kurian PLC,kg
31361,Corrupti Jar,Baby Care,833.23,602.36,Khurana Group,kg
31362,Esse Jar,Bakery,287.24,205.29,Dayal-Hora,L
31363,Sapiente 500g,Personal Care,791.3,692.07,"Kata, Suresh and Maharaj",ml
31364,Amet Pack,Household,755.75,584.88,Sagar-Shanker,kg
31365,Veritatis Combo,Personal Care,860.37,699.59,Gaba-Ramaswamy,ml
31366,Amet 1L,Bakery,522.76,413.0,,pc
31367,Non 500g,Pet Supplies,1173.55,921.45,Misra and Sons,Kg
31368,Tempore Pack,Instant Food,367.99,329.47,"Narayanan, Bath and Subramaniam",pc
31369,Velit Box,Snacks,279.88,268.57,Dara Group,g
31370,Possimus Pack,Atta Rice & Dal,429.86,382.05,Tiwari-Pandey,Kg
31371,Iusto 500g,Beverages,754.15,690.11,,g
31372,Ullam Jar,Pet Supplies,490.82,433.77,,pc
31373,Saepe 1L,Baby Care,455.87,445.43,"Khurana, Buch and Karnik",ml
31374,Iste Pack,Bakery,821.8,741.85,"Agarwal, Nanda and Iyer",pc
31375,Optio 500g,Baby Care,398.57,309.59,"Apte, Sunder and Magar",L
31376,Assumenda Jar,Dairy & Breakfast,,765.36,"Mall, Dar and Badal",g
31377,Adipisci Jar,Bakery,1148.66,1083.9,Mand Group,ml
31378,Nesciunt Jar,Bakery,,402.71,Balakrishnan-Sachar,g
31379,Dolore Box,Beverages,673.39,471.96,"Sarin, Ramesh and Chander",L
31380,Nisi Box,Pet Supplies,451.62,398.48,Arya-Dara,pc
31381,Pariatur 500g,Atta Rice & Dal,840.14,727.73,Reddy and Sons,g
31382,Accusantium Jar,Baby Care,716.38,,Prasad-Trivedi,pc
31383,Saepe 1L,Meat & Seafood,291.55,225.7,Bakshi-Prabhu,kg
31384,Sit Pack,Meat & Seafood,248.65,221.45,"Keer, Jhaveri and Mahajan",Kg
31385,Fugit Box,Atta Rice & Dal,119.72,117.55,,Kg
31386,Quasi Pack,Beverages,518.69,470.96,Khosla LLC,Kg
31387,Eligendi Pack,Beverages,770.46,621.38,"Bhatt, Prabhu and Chaudhry",pc
31388,A Combo,Baby Care,,822.56,Khalsa-Bath,pc
31389,Inventore Box,Household,1139.81,904.55,De PLC,pc
31390,Fugiat Jar,Personal Care,467.35,380.88,Ram-Varma,kg
31391,Modi 500g,Snacks,819.5,656.81,Shere-Sarkar,L
31392,Maxime 500g,Instant Food,740.22,548.38,Sandhu-Balasubramanian,pc
31393,Libero Box,Personal Care,1175.42,972.45,"Chhabra, Kant and Parikh",kg
31394,Hic 1L,Baby Care,947.94,759.4,"Parsa, Dani and Gaba",ml
31395,Dolor 500g,Snacks,428.01,329.86,Nigam and Sons,kg
31396,Vel Pack,Bakery,972.21,704.63,"Loke, Sane and Sunder",ml
31397,Libero Pack,Dairy & Breakfast,719.92,718.54,Menon Group,ml
31398,Iste 500g,Baby Care,989.46,963.54,Bhatt Group,Kg
31399,Blanditiis Jar,Bakery,176.63,129.64,Ganesan-Mukherjee,kg
31400,Laudantium Combo,Fruits & Vegetables,607.2,475.99,Kade-Saraf,PC
31401,Tempore 500g,Baby Care,296.78,212.51,"Dora, Hayer and Karan",PC
31402,Odit Box,Fruits & Vegetables,836.69,,"Khatri, Radhakrishnan and Kari",kg
31403,Sequi 1L,Household,1004.04,859.22,Gera Group,L
31404,Nesciunt 500g,Snacks,55.7,40.59,Borra PLC,pc
31405,Ipsa 1L,Baby Care,1146.9,804.39,Maharaj and Sons,ml
31406,Ad Box,Fruits & Vegetables,689.77,540.8,,PC
31407,Atque Jar,Household,875.44,625.25,Hans-Khatri,PC
31408,Impedit Jar,Beverages,665.6,569.66,"Lad, Rai and Balan",Kg
31409,Quos Jar,Pet Supplies,674.19,563.93,Vohra Ltd,L
31410,Error Jar,Household,253.29,180.91,Vohra-Din,kg
31411,Quisquam Pack,Atta Rice & Dal,539.52,487.04,"Mukhopadhyay, Shukla and Agarwal",PC
31412,Asperiores 500g,Household,1082.62,1045.31,Bhatnagar-Sundaram,L
31413,Placeat Combo,Dairy & Breakfast,146.08,140.51,Sood-Menon,kg
31414,Delectus 1L,Meat & Seafood,433.28,311.44,"Seth, Deep and Narasimhan",g
