order_id,customer_id,store_id,platform_id,order_datetime,promised_delivery_min,actual_delivery_min,order_status,payment_mode,order_value_inr,discount_inr
7011434,400702,6056,3,2023-07-12,15,28.0,Cancelled,UPI,233.95,1.76
7011435,400775,6133,1,2024-09-04,10,11.0,delivered,UPI,1098.52,
7011436,402478,6052,2,2023-10-31,15,22.0,Cancelled,UPI,354.55,188.09
7011437,402930,6006,1,2025-03-22,15,27.0,Pending,Card,2937.58,58.85
7011438,400471,6028,3,2023-06-08,10,11.0,Cancelled,COD ,2113.51,21.8
7011439,403054,6078,1,26-Jul-2025,10,2.0,Pending,COD,1922.76,115.8
7011440,402960,6020,2,2023-05-17,10,2.0,CANCELLED,COD ,1792.16,107.78
7011441,403464,6089,1,2023-11-15,20,25.0,delivered,COD,3132.7,44.97
7011442,403396,6065,1,2023-07-10,10,16.0,delivered,UPI,3399.6,13.49
7011443,403438,6027,2,2023-01-31,30,21.0,Cancelled,UPI,,122.34
7011444,400126,6136,3,01-16-2025,30,33.0,In Transit,Card,3287.73,123.18
7011445,400596,6132,3,2023-09-05,30,34.0,CANCELLED,UPI,1425.63,168.23
7011446,402456,6138,4,2025-01-06,20,20.0,CANCELLED,COD ,1494.64,139.07
7011447,401800,6053,4,2023-01-31,10,2.0,In Transit,COD ,2591.49,137.83
7011448,400401,6049,1,03/05/2025,15,24.0,Pending,upi,747.87,172.87
7011449,401343,6033,2,20/05/2025,15,7.0,Cancelled,upi,1559.8,163.05
7011450,400129,6024,3,2024-02-04,30,33.0,Delivered,Wallet,2839.08,79.97
7011451,401021,6143,2,2023-10-12,10,2.0,Pending,UPI,575.15,128.79
7011452,403394,6099,2,2024-09-16,30,22.0,Cancelled,upi,872.07,21.35
7011453,403616,6019,2,07/06/2025,30,36.0,Returned,upi,958.85,133.7
7011454,402559,6059,4,2024-11-18,20,,CANCELLED,upi,3163.92,3.4
7011455,401412,6070,3,2024-03-25,15,2.0,CANCELLED,Card,2112.91,43.84
7011456,403157,6071,1,11-04-2023,10,8.0,Pending,Card,3144.96,188.35
7011457,402295,6016,4,2025-01-23,15,13.0,Pending,Card,762.06,195.75
7011458,402254,6030,1,2023-11-02,20,,CANCELLED,upi,2099.16,11.7
7011459,403390,6130,2,2024-07-20,20,22.0,Pending,COD,478.64,4.87
7011460,400541,6141,1,2025-03-01,15,19.0,Cancelled,Wallet,1670.73,96.36
7011461,403799,6009,1,2025-06-03,20,21.0,Cancelled,COD,2314.53,14.81
7011462,400760,6098,4,2024-11-09,20,33.0,Cancelled,COD ,2591.52,107.84
7011463,403187,6014,2,08-Apr-2024,10,5.0,In Transit,UPI,1590.4,58.85
7011464,401590,6077,2,2024-04-12,30,40.0,Pending,UPI,2206.4,165.2
7011465,401769,6112,3,2025-01-17,20,18.0,In Transit,UPI,2838.07,199.44
7011466,401497,6041,1,2023-01-17,15,3.0,Cancelled,UPI,157.61,42.99
7011467,402048,6089,2,2024-08-23,20,9.0,In Transit,COD,836.33,
7011468,401423,6104,1,2024-03-25,30,17.0,Pending,COD,945.04,144.42
7011469,402773,6081,4,2023-04-19,15,2.0,Pending,COD,,144.2
7011470,402939,6038,2,2025-07-12,15,17.0,delivered,UPI,298.78,72.4
7011471,400275,6059,4,2023-01-26,10,2.0,Cancelled,Wallet,3401.78,137.47
7011472,400227,6147,4,2025-04-18,15,11.0,In Transit,Wallet,1730.27,148.88
7011473,401823,6013,3,2023-03-18,15,15.0,Returned,Wallet,1360.51,183.82
7011474,403567,6110,1,2025-04-25,30,27.0,In Transit,COD ,2483.09,
7011475,400726,6001,2,2024-12-29,30,36.0,Delivered,COD ,2395.86,178.19
7011476,403656,6007,3,2023-04-11,10,2.0,In Transit,upi,1265.21,64.31
7011477,401174,6069,2,2024-04-22,10,2.0,CANCELLED,Wallet,2309.47,132.03
7011478,403439,6125,3,2024-08-10,15,22.0,delivered,COD ,1250.55,136.85
7011479,403591,6074,2,2024-09-23,10,17.0,Returned,COD ,2420.38,188.29
7011480,402319,6087,2,2025-03-23,30,28.0,Returned,COD ,1163.86,46.06
7011481,402676,6071,2,2024-04-18,20,11.0,delivered,UPI,2150.33,193.14
7011482,402174,6126,1,2024-01-21,15,8.0,Returned,UPI,1478.2,89.62
7011483,403910,6071,3,2025-04-20,30,,CANCELLED,Wallet,2857.54,141.9
7011484,400120,6030,1,2025-05-12,30,43.0,CANCELLED,Wallet,1288.1,74.39
7011485,402912,6095,2,2023-11-22,10,4.0,Delivered,Card,1732.13,23.84
7011486,402623,6053,4,2024-05-27,10,7.0,CANCELLED,Wallet,1177.74,
7011487,401611,6078,4,2025-07-18,15,6.0,Pending,UPI,,151.13
7011488,402899,6073,4,2024-08-13,10,17.0,CANCELLED,UPI,1694.41,62.73
7011489,400912,6022,1,2024-03-16,10,9.0,Returned,COD,3308.63,92.01
7011490,400527,6044,1,2024-04-02,10,,In Transit,COD,3067.5,186.2
7011491,400302,6150,2,2023-04-22,20,14.0,Pending,UPI,1148.23,119.7
7011492,400382,6147,1,2024-06-24,30,,In Transit,upi,2157.46,11.62
7011493,402002,6133,3,06/10/2023,20,23.0,Cancelled,Card,737.99,173.13
7011494,402043,6053,3,2023-10-25,30,37.0,Delivered,Wallet,65.63,117.34
7011495,400811,6080,1,2024-02-20,20,17.0,Pending,Card,2967.92,194.93
7011496,400578,6117,2,2023-06-02,15,9.0,CANCELLED,Wallet,1503.06,2.74
7011497,400496,6002,1,2024-07-14,10,12.0,Delivered,COD ,1811.41,7.07
7011498,401943,6094,4,21/04/2023,10,,CANCELLED,COD ,1359.78,145.95
7011499,403286,6006,1,2024-11-27,30,39.0,In Transit,Wallet,3118.01,153.31
7011500,400696,6141,3,08/08/2023,30,38.0,Cancelled,upi,3426.44,97.65
7011501,401475,6014,2,2025-06-01,20,9.0,CANCELLED,upi,1075.85,70.32
7011502,401246,6030,2,2025-03-03,30,14.0,Delivered,UPI,1049.39,135.55
7011503,403609,6098,1,2024-02-20,30,39.0,In Transit,Card,1323.87,139.8
7011504,402699,6037,3,2023-10-03,10,6.0,Returned,Wallet,871.62,
7011505,402250,6143,4,2024-03-04,30,,Cancelled,UPI,2784.45,
7011506,401879,6086,2,2025-03-01,15,19.0,delivered,Card,2062.79,22.77
7011507,401512,6086,1,2024-03-16,30,30.0,Cancelled,UPI,3083.85,116.0
7011508,402150,6081,3,2023-11-18,20,19.0,In Transit,upi,618.03,86.4
7011509,401753,6004,3,2025-03-31,15,,In Transit,UPI,1546.01,72.59
7011510,403434,6117,3,02-Jul-2024,10,6.0,Delivered,upi,1346.04,57.04
7011511,401497,6018,1,2024-11-05,15,13.0,CANCELLED,Wallet,2355.56,127.7
7011512,403691,6123,3,2024-09-11,30,26.0,In Transit,COD ,52.57,181.5
7011513,403636,6143,3,2024-09-01,30,31.0,Pending,UPI,3308.11,88.08
7011514,400293,6063,4,2025-06-23,20,15.0,Cancelled,Card,2785.46,29.53
7011515,400957,6145,4,2024-12-25,10,21.0,delivered,UPI,90.45,152.05
7011516,402964,6110,1,2023-03-07,20,23.0,CANCELLED,COD,1827.89,130.39
7011517,400543,6041,4,2024-08-17,15,13.0,In Transit,COD,2684.41,147.41
7011518,402679,6110,4,2024-06-13,15,22.0,Returned,UPI,1341.19,
7011519,403977,6004,3,2025-03-20,10,12.0,Pending,UPI,2721.55,63.03
7011520,402921,6042,3,2023-07-02,10,16.0,delivered,Wallet,1836.78,
7011521,401255,6049,4,2023-10-11,10,14.0,CANCELLED,Card,,
7011522,403876,6134,1,2023-08-27,15,4.0,CANCELLED,Card,,95.38
7011523,401503,6117,4,2024-02-26,30,39.0,Returned,Card,1466.82,113.86
7011524,400890,6122,1,2025-04-04,20,27.0,Delivered,UPI,2782.66,100.82
7011525,401762,6117,4,2024-01-08,30,26.0,delivered,upi,,5.92
7011526,400343,6074,1,2023-01-13,15,34.0,In Transit,COD ,800.06,172.7
7011527,401922,6144,4,2024-08-22,10,2.0,Returned,UPI,2350.84,
7011528,402268,6110,3,2024-09-09,15,23.0,Pending,COD,3101.2,46.07
7011529,402969,6031,2,2024-12-27,15,12.0,delivered,COD ,1880.12,75.99
7011530,402246,6073,4,2025-06-30,15,14.0,Pending,UPI,,67.75
7011531,402898,6125,4,22/06/2025,15,21.0,Cancelled,COD,3186.4,174.33
7011532,400964,6123,1,2024-05-29,15,23.0,Pending,COD ,2958.9,48.0
7011533,401054,6103,1,2024-04-27,20,26.0,delivered,Card,2943.81,197.59
7011534,403652,6008,1,06-Mar-2025,10,2.0,Pending,Wallet,3118.33,37.19
7011535,402284,6038,3,2023-12-10,15,23.0,Pending,COD,528.2,194.23
7011536,403150,6108,3,2024-09-28,15,9.0,Delivered,COD,2281.86,7.07
7011537,402183,6126,1,2023-05-21,10,8.0,CANCELLED,UPI,1913.73,163.39
7011538,400540,6134,2,2023-01-27,10,11.0,In Transit,COD ,1139.77,102.12
7011539,402586,6047,4,2025-01-07,15,,CANCELLED,upi,1729.82,65.3
7011540,402501,6104,4,2024-02-25,20,28.0,Returned,UPI,84.64,102.75
7011541,403577,6030,3,07-24-2023,20,18.0,CANCELLED,upi,685.28,18.48
7011542,400863,6045,4,2023-02-16,30,21.0,Cancelled,Wallet,341.7,
7011543,402181,6005,4,2023-04-04,10,4.0,Pending,UPI,1943.92,36.71
7011544,403709,6073,1,2024-06-15,20,9.0,CANCELLED,upi,631.62,
7011545,403159,6012,3,2024-10-28,10,2.0,Cancelled,Wallet,697.75,5.79
7011546,400042,6073,4,2024-03-20,10,12.0,CANCELLED,Card,2444.74,62.08
7011547,401559,6018,2,2024-02-25,10,13.0,Pending,UPI,611.71,171.85
7011548,402942,6043,2,2023-10-08,15,25.0,CANCELLED,COD ,373.12,157.93
7011549,400077,6049,2,2024-03-01,30,48.0,Cancelled,Wallet,2092.96,20.14
7011550,403513,6096,1,2023-03-17,30,36.0,Pending,Wallet,1992.98,135.1
7011551,403142,6069,4,2024-03-01,10,2.0,delivered,Card,1902.03,
7011552,403732,6041,4,2024-01-01,30,35.0,Pending,Wallet,581.19,182.19
7011553,400001,6042,3,2025-05-06,20,22.0,In Transit,Card,1871.72,39.65
7011554,400641,6141,4,2023-12-02,15,20.0,Returned,COD ,2479.81,152.78
7011555,400322,6013,4,2025-01-27,20,,Returned,COD,3018.18,85.64
7011556,401032,6142,3,2025-03-13,15,16.0,CANCELLED,UPI,1242.76,194.13
7011557,403817,6056,3,2025-04-17,20,27.0,In Transit,upi,580.33,30.01
7011558,401081,6066,2,2025-07-03,30,35.0,CANCELLED,UPI,1621.97,46.71
7011559,402016,6012,2,04-07-2023,20,37.0,CANCELLED,Wallet,,15.96
7011560,403097,6027,2,2024-11-04,30,25.0,Pending,COD,2359.58,87.57
7011561,400110,6008,3,2023-07-11,20,12.0,Delivered,upi,3387.75,163.07
7011562,402066,6094,4,2024-07-06,10,8.0,Returned,Wallet,2916.29,48.58
7011563,401383,6023,2,02-12-2024,10,30.0,Delivered,Wallet,329.48,157.77
7011564,403601,6095,2,2023-05-13,10,2.0,Delivered,UPI,2342.41,89.34
7011565,403509,6048,1,2024-10-27,15,,Delivered,UPI,2610.81,
7011566,400646,6139,1,2023-06-14,10,2.0,Delivered,COD,2841.73,17.81
7011567,400791,6102,4,2023-07-27,20,19.0,Delivered,Card,788.19,143.98
7011568,401812,6142,4,2025-05-05,30,33.0,Pending,UPI,208.69,22.95
7011569,400370,6149,1,2025-02-13,15,7.0,delivered,Card,122.17,93.68
7011570,403208,6106,4,2024-07-25,15,24.0,delivered,Wallet,2595.63,174.49
7011571,402409,6127,3,2024-10-27,20,,CANCELLED,upi,3325.77,79.35
7011572,401488,6006,1,2024-05-12,10,6.0,In Transit,COD,320.66,45.64
7011573,400357,6113,4,14/04/2023,10,17.0,Cancelled,UPI,751.31,
7011574,401552,6075,1,2025-03-04,10,2.0,Delivered,upi,1644.8,52.86
7011575,402276,6094,3,2023-07-02,30,21.0,delivered,Wallet,1491.01,83.55
7011576,401753,6014,4,2025-03-15,15,21.0,Pending,upi,1227.83,111.14
7011577,400559,6050,1,2025-06-08,30,36.0,Returned,Wallet,3034.34,77.56
7011578,403276,6084,1,2023-03-15,15,6.0,Delivered,COD ,1928.82,103.27
7011579,403726,6039,3,2025-02-10,20,25.0,Pending,UPI,3111.07,116.47
7011580,403187,6149,3,2024-07-27,20,31.0,Cancelled,UPI,3207.06,71.61
7011581,402238,6101,3,2025-07-17,20,15.0,Returned,COD,931.63,86.6
7011582,403812,6096,2,2023-01-07,15,2.0,CANCELLED,UPI,932.64,34.57
7011583,402647,6016,1,14/12/2023,15,17.0,delivered,upi,1357.93,
7011584,403394,6039,4,2023-11-15,10,18.0,Cancelled,Wallet,271.12,19.49
7011585,401021,6065,1,2024-02-28,30,,Pending,upi,1259.48,
7011586,403203,6113,2,2024-03-22,30,34.0,Delivered,Wallet,1054.3,129.8
7011587,401222,6138,2,2023-01-04,10,5.0,Pending,Wallet,357.49,101.16
7011588,401872,6033,1,2025-01-08,30,32.0,In Transit,UPI,2957.81,198.85
7011589,402715,6135,2,31-Jul-2025,15,13.0,delivered,Card,1012.93,0.85
7011590,403691,6027,4,2025-02-12,20,21.0,Cancelled,Wallet,771.18,
7011591,401584,6087,3,2025-04-15,20,25.0,CANCELLED,Card,2225.9,18.82
7011592,401895,6042,3,09-27-2024,20,19.0,Delivered,COD ,2908.12,63.63
7011593,401787,6101,4,01-08-2023,15,14.0,In Transit,upi,895.35,85.8
7011594,403960,6107,2,2024-04-27,10,2.0,In Transit,UPI,2477.76,186.63
7011595,401508,6125,2,2024-12-16,30,15.0,Pending,COD ,997.55,
7011596,403877,6065,2,2023-05-23,15,10.0,Pending,COD ,952.89,92.68
7011597,400817,6097,1,2025-04-01,20,19.0,Cancelled,Wallet,2361.72,97.05
7011598,403446,6045,2,2024-10-14,20,16.0,In Transit,UPI,484.31,83.13
7011599,400918,6134,3,2023-11-26,10,10.0,In Transit,UPI,1339.67,93.6
7011600,402726,6117,3,16-Mar-2025,20,17.0,CANCELLED,Card,2699.63,
7011601,400786,6036,4,2023-04-01,15,11.0,CANCELLED,UPI,209.87,194.39
7011602,401938,6049,4,08-19-2024,15,9.0,CANCELLED,UPI,1523.75,
7011603,401403,6011,4,08-29-2024,20,19.0,CANCELLED,UPI,,195.0
7011604,402166,6039,1,2025-04-03,10,15.0,In Transit,Wallet,157.85,
7011605,403338,6034,3,2025-03-07,20,17.0,Returned,COD ,1657.27,149.14
7011606,401136,6023,3,2024-10-17,10,2.0,CANCELLED,UPI,2755.48,116.66
7011607,401915,6115,1,2023-02-08,30,23.0,delivered,upi,185.65,58.19
7011608,403895,6148,4,21/01/2024,10,2.0,Pending,Wallet,1301.55,104.3
7011609,402609,6041,1,2023-02-22,30,30.0,Delivered,Card,931.73,
7011610,401035,6122,1,2023-03-16,15,22.0,Cancelled,UPI,1976.61,144.9
7011611,401566,6122,1,2024-09-18,20,2.0,delivered,Card,2168.97,
7011612,403893,6128,4,2024-12-14,30,23.0,Cancelled,UPI,,163.51
7011613,400689,6068,1,2025-03-08,10,4.0,Pending,COD ,143.06,101.25
7011614,401615,6098,2,2024-11-24,10,27.0,In Transit,UPI,2836.79,160.92
7011615,403815,6032,1,2025-05-27,15,9.0,CANCELLED,COD ,2919.23,37.48
7011616,400602,6058,1,2024-07-21,10,14.0,In Transit,UPI,1145.9,12.82
7011617,401700,6012,4,2023-04-13,20,,CANCELLED,COD ,2147.09,73.04
7011618,402562,6020,3,2024-11-16,20,16.0,delivered,Card,,28.84
7011619,403745,6006,4,2023-02-09,30,28.0,Delivered,upi,477.78,
7011620,403266,6054,1,2024-07-24,20,19.0,Delivered,Wallet,2210.99,
7011621,401837,6132,4,02/04/2025,30,31.0,Pending,Wallet,970.18,8.42
7011622,401322,6075,2,2024-04-20,10,3.0,Returned,UPI,1584.61,113.95
7011623,403689,6146,3,04-16-2023,20,20.0,CANCELLED,Wallet,2031.52,121.75
7011624,400002,6083,4,2024-10-21,15,10.0,Cancelled,COD,3045.05,122.86
7011625,403261,6044,1,2023-11-04,15,9.0,In Transit,COD ,332.13,119.93
7011626,400777,6126,3,22-Feb-2024,10,,Cancelled,UPI,65.57,185.33
7011627,402284,6002,3,2024-08-12,10,2.0,Delivered,upi,1390.99,
7011628,401153,6090,3,2023-01-25,20,27.0,delivered,COD ,2838.12,
7011629,401338,6020,4,2023-07-15,15,13.0,Delivered,COD ,3117.8,35.33
7011630,401169,6063,1,2023-01-25,30,29.0,CANCELLED,Card,154.12,103.96
7011631,401607,6043,4,2025-04-06,30,24.0,Cancelled,COD ,,79.44
7011632,402052,6096,3,16-Aug-2023,10,10.0,Cancelled,COD ,2546.81,7.55
7011633,401817,6105,2,2024-11-01,15,19.0,delivered,COD ,1077.82,82.15
7011634,402733,6123,3,2024-05-16,15,,Returned,COD ,333.69,30.59
7011635,401158,6085,3,2023-09-14,20,24.0,Cancelled,UPI,1461.64,16.33
7011636,402843,6057,4,2024-06-09,30,13.0,Returned,Card,3262.1,112.95
7011637,403030,6024,4,2025-02-13,30,22.0,Delivered,COD ,348.44,
7011638,401596,6117,1,27-Dec-2024,15,4.0,Pending,COD ,1307.37,28.98
7011639,400484,6030,4,2023-11-04,30,27.0,Delivered,COD ,760.21,138.65
7011640,400896,6089,1,2024-05-28,30,34.0,Pending,upi,2738.44,57.62
7011641,400503,6132,2,2024-05-10,10,3.0,Delivered,COD ,1941.17,83.8
7011642,402966,6092,3,2025-04-08,15,16.0,Returned,COD ,2865.76,57.96
7011643,402731,6042,1,2023-07-14,10,8.0,delivered,upi,859.43,45.82
7011644,401918,6066,2,2025-01-17,15,24.0,In Transit,Wallet,2350.42,41.77
7011645,400221,6048,3,2025-03-04,30,15.0,Pending,UPI,1520.02,191.24
7011646,402927,6126,4,2025-02-24,20,5.0,CANCELLED,upi,530.62,30.0
7011647,401234,6030,4,2025-03-22,15,12.0,delivered,COD ,1344.22,196.27
7011648,403009,6047,3,2024-02-02,30,13.0,Returned,Wallet,1457.22,
7011649,403778,6084,3,2024-02-02,20,20.0,Pending,Card,92.73,195.06
7011650,401012,6033,4,2023-04-19,10,10.0,Cancelled,upi,2264.78,101.09
7011651,402427,6088,4,06/05/2025,30,22.0,In Transit,UPI,745.74,158.49
7011652,403428,6130,4,2024-09-28,15,7.0,Delivered,COD,3225.29,17.01
7011653,401212,6087,1,2025-05-26,15,16.0,delivered,Card,2037.7,163.68
7011654,401230,6115,3,2024-06-11,15,17.0,In Transit,Wallet,3227.06,130.54
7011655,401629,6014,3,2024-01-05,30,27.0,CANCELLED,Wallet,2936.92,182.71
7011656,401454,6004,2,07/12/2023,10,14.0,Pending,upi,,17.51
7011657,400190,6139,3,2023-08-08,15,9.0,In Transit,COD ,1504.42,53.7
7011658,400939,6051,3,2025-01-02,30,31.0,Cancelled,UPI,638.86,137.3
7011659,401609,6133,4,2024-01-29,20,28.0,Delivered,COD,683.5,
7011660,402625,6074,2,2023-01-17,10,17.0,In Transit,COD ,1740.51,49.75
7011661,402819,6061,1,2023-06-03,20,11.0,CANCELLED,UPI,1365.31,90.93
7011662,400258,6005,3,2025-01-22,20,12.0,Pending,Wallet,,26.87
7011663,400635,6025,2,2025-03-28,10,2.0,CANCELLED,Card,98.76,114.93
7011664,403290,6121,2,2025-01-26,15,16.0,Cancelled,COD ,746.19,172.9
7011665,403470,6131,3,2024-11-23,30,32.0,Cancelled,Wallet,811.97,
7011666,400053,6001,1,2025-02-01,10,2.0,Returned,Wallet,2963.76,6.93
7011667,402901,6062,2,2024-09-26,20,9.0,delivered,upi,2859.98,
7011668,403607,6060,3,2023-02-25,30,30.0,Delivered,UPI,3112.01,144.03
7011669,400495,6027,2,2024-02-28,20,2.0,delivered,Wallet,1609.35,110.49
7011670,403900,6001,3,2024-07-12,30,36.0,Cancelled,COD ,196.32,140.61
7011671,403430,6061,3,06/06/2025,10,9.0,Returned,Wallet,2462.58,81.27
7011672,400231,6032,2,2023-02-20,10,2.0,Delivered,COD,1983.55,127.78
7011673,401368,6051,1,27-Oct-2023,20,27.0,Pending,Card,189.27,68.77
7011674,400872,6015,4,2023-10-12,10,9.0,Delivered,COD ,2578.3,
7011675,403321,6094,4,08-19-2023,30,24.0,Pending,Card,2830.09,124.49
7011676,402387,6128,2,2025-07-16,20,37.0,Pending,UPI,924.35,74.23
7011677,400552,6006,4,2023-02-12,20,19.0,In Transit,COD,3466.71,183.83
7011678,401707,6068,4,2025-04-28,10,10.0,Delivered,Card,852.7,
7011679,403969,6037,1,2024-05-06,15,17.0,delivered,upi,536.7,98.46
7011680,400046,6115,2,2025-02-21,30,28.0,delivered,COD ,3318.45,
7011681,402008,6072,3,2025-02-28,10,13.0,delivered,COD,2245.44,83.56
7011682,401498,6115,4,2024-05-06,10,5.0,delivered,UPI,1558.83,132.79
7011683,403058,6058,4,2023-06-23,15,21.0,Returned,Wallet,1745.38,46.68
7011684,401659,6031,1,06-10-2024,30,31.0,CANCELLED,upi,2832.79,192.48
7011685,403019,6017,1,2025-07-05,15,15.0,Delivered,UPI,2754.72,193.86
7011686,402938,6052,4,2023-01-23,15,22.0,delivered,upi,1997.38,156.4
7011687,401746,6031,2,2024-10-03,30,,CANCELLED,COD,2605.9,39.15
7011688,403998,6117,2,2024-09-03,15,14.0,delivered,UPI,2703.69,57.76
7011689,403562,6116,2,2023-05-28,20,24.0,CANCELLED,COD,211.29,77.51
7011690,400011,6134,2,2025-07-20,10,17.0,CANCELLED,UPI,2795.2,113.88
7011691,403525,6147,2,2023-12-01,10,7.0,In Transit,COD,694.56,152.73
7011692,400596,6022,2,2025-01-12,30,24.0,Pending,Wallet,2542.91,
7011693,400091,6086,3,2024-09-24,10,16.0,Returned,COD,3276.03,55.36
7011694,400344,6124,3,2023-07-04,15,2.0,Cancelled,COD,627.38,53.69
7011695,403077,6013,2,2025-04-07,15,23.0,Delivered,Card,2734.91,132.05
7011696,400417,6145,3,2023-05-21,10,2.0,In Transit,Wallet,,70.62
7011697,402180,6098,1,2024-01-23,15,6.0,Returned,COD,788.89,
7011698,402721,6066,3,2024-01-04,15,22.0,Pending,Wallet,2450.96,157.49
7011699,403898,6061,1,2023-08-10,30,29.0,In Transit,UPI,1720.29,165.23
7011700,402173,6117,2,2025-05-01,10,2.0,Cancelled,COD ,2829.65,156.8
7011701,402798,6076,4,2025-06-28,30,39.0,In Transit,Wallet,1850.52,131.78
7011702,401997,6003,3,23/06/2023,15,17.0,CANCELLED,COD ,2821.24,60.42
7011703,401969,6137,4,2024-02-21,30,25.0,delivered,Wallet,2533.09,193.09
7011704,403392,6035,2,14-Dec-2023,10,14.0,CANCELLED,COD ,788.22,139.77
7011705,400530,6134,1,2025-06-12,20,22.0,Cancelled,Card,2628.32,97.08
7011706,403369,6137,2,2023-10-26,10,7.0,Returned,Card,1235.03,73.64
7011707,401086,6109,4,02-Jan-2024,15,20.0,Pending,COD ,235.07,186.06
7011708,402179,6003,3,07-Nov-2023,30,33.0,Returned,COD ,2869.18,191.49
7011709,403590,6064,4,2023-04-29,20,8.0,Pending,Wallet,113.12,93.99
7011710,400022,6032,1,2023-10-29,10,11.0,In Transit,UPI,144.78,
7011711,402620,6097,3,2024-08-14,30,32.0,Pending,upi,3235.6,8.54
7011712,401370,6058,1,2024-04-05,20,23.0,delivered,UPI,1457.96,
7011713,401381,6148,4,29/09/2024,30,22.0,delivered,UPI,2330.06,58.76
7011714,403572,6001,2,2025-01-11,30,37.0,Cancelled,UPI,2503.44,181.19
7011715,403584,6022,1,2024-08-07,30,17.0,Delivered,Wallet,1088.03,18.41
7011716,403482,6072,2,2023-02-15,15,10.0,delivered,Card,301.51,
7011717,403204,6137,1,2025-01-09,15,12.0,Cancelled,Card,974.59,181.96
7011718,401988,6136,4,06/05/2024,10,10.0,CANCELLED,COD,1007.64,
7011719,402152,6017,2,2025-04-09,30,28.0,Delivered,COD,613.33,151.31
7011720,403486,6098,3,2024-09-19,15,16.0,In Transit,Wallet,,163.47
7011721,401335,6022,3,2024-11-15,30,33.0,CANCELLED,upi,2748.66,108.11
7011722,401702,6019,4,2025-01-05,10,25.0,Returned,upi,,
7011723,402670,6148,4,2023-06-02,20,16.0,delivered,COD,2339.45,72.12
7011724,402317,6085,2,2024-05-13,30,35.0,delivered,COD,2437.33,121.05
7011725,402357,6018,2,07-Mar-2024,20,18.0,CANCELLED,Card,217.6,
7011726,403712,6115,3,17-Apr-2024,20,19.0,In Transit,COD,494.32,139.61
7011727,400115,6067,3,2023-09-25,30,23.0,Delivered,COD ,2439.98,6.91
7011728,403872,6122,4,2024-09-15,30,26.0,Returned,COD ,1340.31,66.16
7011729,403420,6123,3,2024-01-05,15,25.0,Cancelled,COD ,3349.4,177.98
7011730,402856,6044,4,2025-06-23,10,9.0,Returned,COD,1283.63,105.05
7011731,403967,6081,1,2024-05-22,15,17.0,delivered,Card,1876.01,166.59
7011732,402720,6126,4,2023-11-08,10,2.0,Returned,upi,1637.12,122.92
7011733,403455,6116,3,26/09/2023,10,14.0,Delivered,upi,2108.91,91.5
7011734,402496,6049,3,01/08/2024,15,18.0,In Transit,upi,784.57,64.14
7011735,401682,6046,3,2024-04-22,20,22.0,CANCELLED,Wallet,371.88,56.06
7011736,401504,6022,2,2023-04-30,20,28.0,Pending,Wallet,2651.42,
7011737,402365,6002,2,2023-12-07,15,15.0,In Transit,COD,3101.89,127.09
7011738,400437,6047,3,2023-09-02,10,5.0,Cancelled,COD ,3023.76,183.87
7011739,402102,6006,3,2024-07-03,10,13.0,Cancelled,Card,1079.86,102.66
7011740,402182,6126,3,2024-12-01,30,33.0,delivered,COD,725.81,19.94
7011741,401775,6070,2,2024-12-30,20,33.0,Delivered,COD,3374.4,137.97
7011742,403297,6103,2,29-Oct-2024,10,6.0,Returned,UPI,2365.83,
7011743,400783,6131,2,2025-02-21,15,16.0,Cancelled,Wallet,2228.09,190.53
7011744,403665,6085,4,2024-12-30,20,30.0,In Transit,Wallet,1256.93,98.0
7011745,403242,6133,1,2023-09-02,30,29.0,In Transit,UPI,2420.35,131.73
7011746,401753,6017,3,2023-01-13,30,48.0,Delivered,upi,976.28,157.85
7011747,403282,6115,4,2024-03-04,10,27.0,Delivered,UPI,840.01,25.23
7011748,400623,6048,3,2024-04-07,30,30.0,delivered,upi,1715.43,167.39
7011749,400649,6085,1,01-13-2024,20,25.0,In Transit,Wallet,2224.88,65.56
7011750,403560,6108,4,2023-05-15,20,27.0,Pending,Wallet,1812.7,154.58
7011751,401856,6076,1,2023-11-03,30,25.0,Delivered,Wallet,2840.86,51.09
7011752,401264,6059,2,2024-08-20,15,8.0,Delivered,COD ,3163.59,120.13
7011753,400069,6066,3,2025-07-20,20,29.0,delivered,Wallet,3337.32,
7011754,400201,6025,2,2024-10-06,30,37.0,Cancelled,COD ,681.85,27.29
7011755,401828,6106,1,2025-01-25,10,7.0,In Transit,Card,615.76,83.7
7011756,400155,6116,3,2024-01-20,15,10.0,Pending,Wallet,2481.68,
7011757,401126,6117,3,2025-03-09,30,20.0,Pending,upi,596.3,
7011758,400160,6075,2,2024-05-05,10,2.0,Pending,Wallet,1104.35,63.91
7011759,401902,6062,4,2024-03-11,30,37.0,delivered,Card,2371.76,
7011760,403980,6138,1,2025-05-03,10,13.0,CANCELLED,Card,2530.81,
7011761,400659,6101,4,2024-10-28,20,19.0,Pending,COD,973.9,25.76
7011762,403981,6026,1,24-Feb-2024,30,18.0,Returned,Wallet,917.91,94.12
7011763,402823,6013,3,2024-10-25,20,13.0,In Transit,Card,2025.41,74.37
7011764,403464,6025,4,2025-06-09,20,21.0,CANCELLED,UPI,700.74,46.51
7011765,403877,6138,4,2024-02-29,10,2.0,Pending,COD,1430.8,53.83
